empower_medicare_bene,empower_power_depend,abbrev,county,fips
3828,295,TX,Hutchinson,48233
7917,335,TX,Val Verde,48465
23,11,TX,King,48269
20649,1371,TX,Tom Green,48451
45,11,TX,Borden,48033
19757,1017,WA,Lewis,53041
12254,298,WA,Jefferson,53031
114935,3741,WA,Snohomish,53061
22116,582,WA,Island,53029
25558,859,WA,Clallam,53009
43103,1384,WA,Whatcom,53073
286563,6861,WA,King,53033
7786,379,WA,Pacific,53049
5787,282,WA,Klickitat,53039
7940,511,MO,Newton,29145
3645,324,MO,Mcdonald,29119
1374,65,MO,Atchison,29005
17867,965,MO,Cass,29037
15125,701,MO,Platte,29165
17050,1282,MO,Buchanan,29021
2531,188,MO,Andrew,29003
25328,1828,MO,Jasper,29097
1123,87,MO,Holt,29087
139,11,TX,Roberts,48393
1067,91,TX,Wheeler,48483
23885,1451,TX,Taylor,48441
4950,285,TX,Howard,48227
586,24,TX,Crane,48103
3588,363,MO,Pike,29163
4549,372,MO,Washington,29221
9153,680,MO,Butler,29023
23064,1213,MO,Franklin,29071
3963,337,MO,Wayne,29223
2599,250,MO,Bollinger,29017
64921,2261,MO,Saint Charles,29183
5104,424,MO,Crawford,29055
3683,202,MO,Sainte Genevieve,29186
3200,262,MO,Ripley,29181
6333,330,MO,Warren,29219
191287,6434,MO,Saint Louis,29189
36637,1999,MO,Jefferson,29099
441,35,TX,Oldham,48359
527,35,TX,Upton,48461
20423,1182,TX,Randall,48381
1871,121,TX,Gaines,48165
792,69,TX,Martin,48317
1982,106,TX,Andrews,48003
1337,107,TX,Parmer,48369
1909,107,TX,Terry,48445
16535,708,TX,Midland,48329
1003,68,TX,Winkler,48495
629,49,TX,Hudspeth,48229
525,52,TX,Cochran,48079
9205,578,MO,Lincoln,29113
1610,144,MO,Carter,29035
14521,1212,MO,Saint Francois,29187
6808,731,MO,Dunklin,29069
42622,1826,MO,Saint Louis City,29510
866,99,MO,Knox,29103
1558,157,MO,Maries,29125
25330,1241,MO,Boone,29019
2934,224,MO,Douglas,29067
1364,111,TX,Dallam,48111
605,25,TX,Jeff Davis,48243
1973,85,TX,Reeves,48389
238,25,TX,Terrell,48443
2573,165,TX,Deaf Smith,48117
18100,1047,TX,Ector,48135
1832,134,MO,Howard,29089
4228,324,MO,Miller,29131
14557,775,MO,Cole,29051
1631,122,MO,Ralls,29173
2953,225,MO,Montgomery,29139
2651,221,MO,Ozark,29153
6537,640,MO,Marion,29127
8083,601,MO,Laclede,29105
5147,525,MO,Randolph,29175
2552,250,MO,Oregon,29149
2399,153,MO,Osage,29151
3959,265,MO,Gasconade,29073
1462,130,MO,Clark,29045
8416,692,MO,Phelps,29161
346,35,TX,Sherman,48421
1064,96,TX,Bailey,48017
472,32,TX,Culberson,48109
16,0,TX,Loving,48301
2526,193,TX,Lamb,48279
1170,83,TX,Yoakum,48501
2051,235,MO,Lewis,29111
6647,505,MO,Pulaski,29169
4367,378,MO,Adair,29001
4897,351,MO,Wright,29229
5036,456,MO,Audrain,29007
2674,201,MO,Moniteau,29135
8109,568,MO,Callaway,29027
5600,429,MO,Texas,29215
877,110,MO,Schuyler,29197
10069,774,MO,Howell,29091
3731,311,MO,Macon,29121
1582,162,MO,Shelby,29205
1717,169,MO,Shannon,29203
1090,56,TX,Castro,48069
2013,105,TX,Brewster,48043
1703,136,TX,Ward,48475
886,85,MO,Scotland,29199
3683,344,MO,Dent,29065
2289,200,MO,Monroe,29137
12021,728,MO,Camden,29029
6281,406,MO,Henry,29083
3135,228,MO,Livingston,29117
7463,450,MO,Johnson,29101
7540,538,MO,Lawrence,29109
2240,149,TX,Moore,48341
3357,234,TX,Hockley,48219
15723,878,MO,Christian,29043
2068,165,MO,Harrison,29081
8165,509,MO,Webster,29225
2338,179,MO,Grundy,29079
8789,506,MO,Stone,29209
4022,314,MO,Ray,29177
4635,392,MO,Saline,29195
1638,172,MO,Chariton,29041
3620,247,MO,Cedar,29039
128,22,TX,Hartley,48205
121136,6409,TX,El Paso,48141
19259,698,NH,Grafton,33009
9352,438,NH,Coos,33007
30027,1082,NH,Merrimack,33013
14888,496,NH,Carroll,33003
59159,1683,NH,Rockingham,33015
70271,2081,NH,Hillsborough,33011
22500,754,NH,Strafford,33017
17098,698,NH,Belknap,33001
9842,404,NH,Sullivan,33019
16907,639,NH,Cheshire,33005
1162,67,WA,Columbia,53013
8239,324,WA,Kittitas,53037
39888,1746,WA,Yakima,53077
10138,486,WA,Okanogan,53047
99156,4462,WA,Spokane,53063
10836,668,WA,Stevens,53065
3715,224,WA,Pend Oreille,53051
16545,624,WA,Chelan,53007
5955,302,WA,Asotin,53003
1888,161,WA,Ferry,53019
7356,355,WA,Douglas,53017
5563,123,WA,San Juan,53055
19438,1054,WA,Grays Harbor,53027
25040,1296,WA,Cowlitz,53015
81409,3210,WA,Clark,53011
50890,1826,WA,Kitsap,53035
15961,632,WA,Mason,53045
29630,1054,WA,Skagit,53057
138290,5060,WA,Pierce,53053
55636,1883,WA,Thurston,53067
1758,80,WA,Skamania,53059
9585,858,MO,Scott,29201
7089,569,MO,Stoddard,29207
15093,898,MO,Cape Girardeau,29031
2863,305,MO,Mississippi,29133
3803,261,MO,Perry,29157
3455,386,MO,Pemiscot,29155
3259,340,MO,New Madrid,29143
3043,299,MO,Madison,29123
1496,140,MO,Reynolds,29179
2940,291,MO,Iron,29093
114257,5964,MO,Jackson,29095
1418,130,MO,Gentry,29075
38993,2014,MO,Clay,29047
3752,254,MO,Nodaway,29147
4499,329,MO,Clinton,29049
4260,408,MO,Vernon,29217
1694,123,MO,Dekalb,29063
3920,357,MO,Bates,29013
12619,656,PA,Wayne,42127
233577,10484,PA,Philadelphia,42101
78327,2985,PA,Berks,42011
33153,1638,PA,Schuylkill,42107
46391,2546,PA,Lackawanna,42069
6857,374,PA,Wyoming,42131
83709,2480,PA,Chester,42029
31052,1594,PA,Monroe,42089
15283,764,PA,Carbon,42025
147204,4865,PA,Montgomery,42091
100674,3786,PA,Delaware,42045
63931,2093,PA,Lehigh,42077
68007,2454,PA,Northampton,42095
67505,3526,PA,Luzerne,42079
120904,4593,PA,Bucks,42017
14261,596,PA,Pike,42103
9488,606,PA,Susquehanna,42115
103310,3888,PA,Lancaster,42071
10265,693,PA,Tioga,42117
50795,2022,PA,Dauphin,42043
7243,425,PA,Snyder,42109
9945,472,PA,Perry,42099
3460,205,PA,Fulton,42057
14032,883,PA,Bradford,42015
10162,619,PA,Huntingdon,42061
7694,543,PA,Clinton,42035
14292,891,PA,Columbia,42037
86119,3618,PA,York,42133
4993,284,PA,Juniata,42067
10895,616,PA,Mifflin,42087
4199,251,PA,Montour,42093
21390,1103,PA,Adams,42001
52572,1995,PA,Cumberland,42041
31488,1508,PA,Franklin,42055
4311,265,PA,Potter,42105
25484,1616,PA,Lycoming,42081
29547,946,PA,Lebanon,42075
22989,1233,PA,Centre,42027
8307,526,PA,Union,42119
1791,125,PA,Forest,42053
8032,734,PA,Greene,42059
10723,758,PA,Jefferson,42065
8526,564,PA,Clarion,42031
18022,1297,PA,Clearfield,42033
18704,1269,PA,Indiana,42063
1403,112,PA,Cameron,42023
39852,2190,PA,Butler,42019
11940,694,PA,Bedford,42009
27200,1603,PA,Mercer,42085
34515,2097,PA,Cambria,42021
7558,453,PA,Elk,42047
29821,1614,PA,Blair,42013
18253,1383,PA,Somerset,42111
56234,2663,PA,Erie,42049
34248,3006,PA,Fayette,42051
9425,630,PA,Mckean,42083
9525,478,PA,Warren,42123
236028,13793,PA,Allegheny,42003
46652,3386,PA,Washington,42125
19725,1235,PA,Crawford,42039
12957,930,PA,Venango,42121
14419,801,PA,Armstrong,42005
86007,5560,PA,Westmoreland,42129
38059,2038,PA,Beaver,42007
22176,1280,PA,Lawrence,42073
1597,118,MS,Choctaw,28019
5541,455,MS,Tippah,28139
1772,124,PA,Sullivan,42113
21420,1443,PA,Northumberland,42097
85,0,MP,Rota Municipality,69100
68,0,MP,Tinian Municipality,69120
1797,38,MP,Saipan Municipality,69110
NA,NA,MP,NA,NA
77584,2085,DC,District Of Columbia,11001
1850,132,MS,Kemper,28069
11430,711,MS,Lowndes,28087
8260,642,MS,Alcorn,28003
4016,239,MS,Clarke,28023
5171,325,MS,George,28039
7616,559,MS,Monroe,28095
4583,362,MS,Prentiss,28117
1834,133,MS,Greene,28041
3428,192,MS,Wayne,28153
2404,158,MS,Noxubee,28103
24357,1371,MS,Jackson,28059
5603,392,MS,Tishomingo,28141
17510,1179,MS,Lee,28081
5399,413,MS,Itawamba,28057
14956,939,MS,Lauderdale,28075
3886,238,MS,Jasper,28061
4436,307,MS,Chickasaw,28017
5576,461,MS,Union,28145
1512,122,MS,Benton,28009
5963,433,MS,Lamar,28073
7106,371,MS,Lafayette,28071
2243,150,MS,Carroll,28015
2890,190,MS,Montgomery,28097
12321,822,MS,Pearl River,28109
2426,199,MS,Perry,28111
3894,267,MS,Newton,28101
17265,1080,MS,Forrest,28035
4125,322,MS,Yalobusha,28161
5825,311,MS,Simpson,28127
4253,287,MS,Stone,28131
25094,1246,MS,Rankin,28121
5621,420,MS,Marion,28091
5425,374,MS,Scott,28123
6251,399,MS,Oktibbeha,28105
4181,266,MS,Covington,28031
5341,441,MS,Pontotoc,28115
5219,380,MS,Tate,28137
4226,330,MS,Attala,28007
3287,217,MS,Calhoun,28013
8881,567,MS,Hancock,28045
2611,152,MS,Smith,28129
3959,236,MS,Winston,28159
38326,2342,MS,Harrison,28047
7679,560,MS,Panola,28107
8047,493,MS,Marshall,28093
4967,385,MS,Grenada,28043
4649,287,MS,Leake,28079
4091,320,MS,Clay,28025
5969,374,MS,Neshoba,28099
13449,743,MS,Jones,28067
2377,175,MS,Jefferson Davis,28065
3057,217,MS,Webster,28155
9841,688,MS,Washington,28151
152,22,MS,Issaquena,28055
6447,399,MS,Lincoln,28085
1872,109,MS,Tunica,28143
7118,656,MS,Bolivar,28011
9029,503,MS,Warren,28149
2558,192,MS,Tallahatchie,28135
1070,77,MS,Sharkey,28125
4229,351,MS,Holmes,28051
4671,300,MS,Yazoo,28163
3819,229,MS,Lawrence,28077
8855,511,MS,Pike,28113
6170,351,MS,Copiah,28029
2762,140,MS,Amite,28005
1744,105,MS,Claiborne,28021
1881,98,MS,Humphreys,28053
5828,393,MS,Leflore,28083
4581,278,MS,Coahoma,28027
1399,117,MS,Quitman,28119
1739,117,MS,Franklin,28037
4530,342,MS,Sunflower,28133
1561,80,MS,Jefferson,28063
39242,1766,MS,Hinds,28049
26189,1589,MS,Desoto,28033
2699,183,MS,Walthall,28147
16640,680,MS,Madison,28089
1798,102,MS,Wilkinson,28157
6885,433,MS,Adams,28001
23033,1026,ME,Androscoggin,23001
8889,234,ME,Sagadahoc,23023
8738,522,ME,Washington,23029
10046,424,ME,Waldo,23027
47094,1412,ME,York,23031
34484,1769,ME,Penobscot,23019
29024,1162,ME,Kennebec,23011
14593,694,ME,Oxford,23017
4904,265,ME,Piscataquis,23021
10280,352,ME,Lincoln,23015
59695,1715,ME,Cumberland,23005
14074,545,ME,Hancock,23009
10953,319,ME,Knox,23013
7374,387,ME,Franklin,23007
18806,1396,ME,Aroostook,23003
12912,729,ME,Somerset,23025
3039,272,IL,Clay,17025
2564,141,IL,Wabash,17185
3325,197,IL,Piatt,17147
981,75,IL,Pope,17151
9288,598,IL,Coles,17029
7475,509,IL,Effingham,17049
2115,147,IL,Cumberland,17035
4281,319,IL,Crawford,17033
3639,242,IL,Clark,17023
13632,618,IL,Kendall,17093
714856,25321,IL,Cook,17031
1365,82,IL,Gallatin,17059
6655,431,IL,Iroquois,17075
2815,202,IL,Ford,17053
4036,237,IL,Douglas,17041
3649,227,IL,Richland,17159
1841,104,IL,Hamilton,17065
3670,217,IL,White,17193
20069,1168,IL,Kankakee,17091
6869,428,IL,Livingston,17105
3508,265,IL,Wayne,17191
66766,2274,IL,Kane,17089
1036,99,IL,Hardin,17069
8661,442,IL,Grundy,17063
2873,158,IL,Moultrie,17139
16358,1128,IL,Vermilion,17183
1987,161,IL,Jasper,17079
92998,3666,IL,Will,17197
143828,4450,IL,Dupage,17043
5727,401,IL,Saline,17165
105801,3391,IL,Lake,17097
3085,215,IL,Lawrence,17101
27288,1240,IL,Champaign,17019
3983,309,IL,Edgar,17045
53721,2238,IL,Mchenry,17111
1359,93,IL,Edwards,17047
25374,1206,IL,Mclean,17113
3445,179,IL,Bond,17005
7602,344,IL,Bureau,17011
6514,406,IL,Montgomery,17135
22773,1204,IL,Macon,17115
9208,664,IL,Franklin,17055
7532,359,IL,Lee,17103
15662,634,IL,Dekalb,17037
1371,59,IL,Stark,17175
44464,1930,IL,Saint Clair,17163
2834,153,IL,Washington,17189
2610,134,IL,Menard,17129
3357,218,IL,Dewitt,17039
1351,71,IL,Putnam,17155
11430,500,IL,Stephenson,17177
4155,304,IL,Union,17181
6199,242,IL,Clinton,17027
13412,933,IL,Williamson,17199
3657,229,IL,Mason,17125
3305,294,IL,Massac,17127
7208,369,IL,Randolph,17157
6283,274,IL,Woodford,17203
4032,237,IL,Perry,17145
3048,217,IL,Johnson,17087
4310,304,IL,Shelby,17173
4046,318,IL,Fayette,17051
54695,2397,IL,Winnebago,17201
9762,418,IL,Ogle,17141
38550,1919,IL,Sangamon,17167
27872,1381,IL,Tazewell,17179
22224,1069,IL,La Salle,17099
8633,406,IL,Boone,17007
3016,134,IL,Marshall,17123
10122,847,IL,Marion,17121
1407,134,IL,Pulaski,17153
51698,2393,IL,Madison,17119
1525,142,IL,Alexander,17003
11055,641,IL,Macoupin,17117
13400,695,IL,Whiteside,17195
5687,332,IL,Logan,17107
7736,492,IL,Jefferson,17081
34117,1595,IL,Peoria,17143
7944,546,IL,Christian,17021
4113,194,IL,Carroll,17015
10007,622,IL,Jackson,17077
4604,365,IL,Hancock,17067
1010,74,IL,Brown,17009
4133,240,IL,Jersey,17083
3711,182,IL,Mercer,17131
8038,522,IL,Fulton,17057
29369,1165,IL,Rock Island,17161
13971,1195,IL,Adams,17001
998,75,IL,Scott,17171
1553,120,IL,Schuyler,17169
6101,224,IL,Jo Daviess,17085
5313,323,IL,Mcdonough,17109
10522,489,IL,Henry,17073
2983,224,IL,Greene,17061
3666,352,IL,Pike,17149
2566,171,IL,Cass,17017
7270,450,IL,Morgan,17137
1140,85,IL,Calhoun,17013
3300,223,IL,Warren,17187
6459,264,IL,Monroe,17133
11690,798,IL,Knox,17095
1545,121,IL,Henderson,17071
7757,685,AR,Mississippi,05093
4017,343,AR,Randolph,05121
15332,1236,AR,Craighead,05031
1862,151,AR,Monroe,05095
3662,277,AR,Cross,05037
4108,259,AR,Phillips,05107
3232,342,AR,Jackson,05067
3847,367,AR,Clay,05021
2821,218,AR,Desha,05041
4874,353,AR,Saint Francis,05123
8852,753,AR,Greene,05055
1766,174,AR,Woodruff,05147
1791,142,AR,Lee,05077
8223,573,AR,Crittenden,05035
2570,166,AR,Chicot,05017
4615,461,AR,Lawrence,05075
5505,643,AR,Poinsett,05111
3769,362,AR,Stone,05137
7885,837,AR,Independence,05063
12608,852,AR,Lonoke,05085
3061,301,AR,Fulton,05049
3802,324,AR,Arkansas,05001
5012,309,AR,Van Buren,05141
2438,164,AR,Searcy,05129
14350,931,AR,Jefferson,05069
2112,188,AR,Lincoln,05079
4010,363,AR,Izard,05065
7616,582,AR,Cleburne,05023
940,108,AR,Calhoun,05013
17918,1004,AR,Faulkner,05045
14185,1114,AR,Baxter,05005
5010,359,AR,Ashley,05003
6182,566,AR,Sharp,05135
16315,1278,AR,White,05145
4611,305,AR,Conway,05029
69288,3506,AR,Pulaski,05119
3393,243,AR,Grant,05053
1783,135,AR,Dallas,05039
1786,116,AR,Cleveland,05025
20197,1302,AR,Saline,05125
4658,387,AR,Marion,05089
1897,164,AR,Prairie,05117
2458,166,AR,Bradley,05011
3360,314,AR,Drew,05043
8882,572,AR,Union,05139
5094,394,AR,Polk,05113
4639,335,AR,Clark,05019
5476,433,AR,Logan,05083
8163,630,AR,Miller,05091
6672,439,AR,Carroll,05015
5114,474,AR,Johnson,05071
31826,1777,AR,Garland,05051
2553,199,AR,Scott,05127
2558,164,AR,Perry,05105
6964,539,AR,Hot Spring,05059
5148,372,AR,Columbia,05027
5906,450,AR,Ouachita,05103
4511,377,AR,Yell,05149
2176,158,AR,Newton,05101
3966,287,AR,Franklin,05047
13042,959,AR,Crawford,05033
2944,276,AR,Little River,05081
10071,650,AR,Boone,05009
2213,160,AR,Montgomery,05097
3212,248,AR,Howard,05061
2054,193,AR,Nevada,05099
3540,295,AR,Madison,05087
1510,132,AR,Lafayette,05073
12252,1006,AR,Pope,05115
2532,231,AR,Pike,05109
3973,333,AR,Hempstead,05057
2722,266,AR,Sevier,05133
32384,2145,AR,Washington,05143
37671,2363,AR,Benton,05007
23929,1589,AR,Sebastian,05131
2854,120,MN,Lake,27075
1627,69,MN,Cook,27031
5095,206,MN,Fillmore,27045
24173,956,MN,Olmsted,27109
9039,276,MN,Winona,27169
9931,441,MN,Goodhue,27049
8075,397,MN,Mower,27099
5523,200,MN,Wabasha,27157
43902,1799,MN,Saint Louis,27137
7603,364,MN,Carlton,27017
6900,317,MN,Pine,27115
4501,144,MN,Houston,27055
6965,306,MN,Mille Lacs,27095
5194,222,MN,Aitkin,27001
3172,146,MN,Dodge,27039
7077,272,MN,Freeborn,27047
2655,113,MN,Sibley,27143
3696,150,MN,Waseca,27161
3678,156,MN,Koochiching,27071
18845,623,MN,Wright,27171
17132,583,MN,Scott,27139
10763,410,MN,Chisago,27025
11677,502,MN,Itasca,27061
3000,140,MN,Kanabec,27065
63511,2081,MN,Dakota,27037
51028,1886,MN,Anoka,27003
83147,2737,MN,Ramsey,27123
6595,308,MN,Isanti,27059
5575,237,MN,Benton,27009
42373,1276,MN,Washington,27163
17299,762,MN,Crow Wing,27035
11387,376,MN,Rice,27131
14503,550,MN,Sherburne,27141
4330,154,MN,Le Sueur,27079
3584,159,MN,Faribault,27043
180326,5716,MN,Hennepin,27053
7217,281,MN,Steele,27147
10855,479,MN,Blue Earth,27013
12545,372,MN,Carver,27019
7561,247,MN,Mcleod,27085
3898,158,MN,Todd,27153
5248,266,MN,Hubbard,27057
2031,110,MN,Jackson,27063
2666,117,MN,Pope,27121
9150,358,MN,Kandiyohi,27067
2654,120,MN,Cottonwood,27033
2323,120,MN,Watonwan,27165
8526,449,MN,Beltrami,27007
4843,182,MN,Meeker,27093
1094,60,MN,Lake Of The Woods,27077
7281,334,MN,Cass,27021
5000,221,MN,Wadena,27159
25604,901,MN,Stearns,27145
5059,226,MN,Martin,27091
7630,334,MN,Morrison,27097
3304,141,MN,Renville,27129
6234,242,MN,Brown,27015
5477,232,MN,Nicollet,27103
10359,385,MN,Douglas,27041
2074,106,MN,Clearwater,27029
3425,232,MN,Redwood,27127
1683,96,MN,Lac Qui Parle,27073
3668,184,MN,Nobles,27105
2248,120,MN,Rock,27133
9291,371,MN,Clay,27027
8068,319,MN,Becker,27005
1449,114,MN,Norman,27107
2054,150,MN,Marshall,27089
4837,237,MN,Lyon,27083
1348,82,MN,Lincoln,27081
14471,575,MN,Otter Tail,27111
2028,163,MN,Murray,27101
1365,102,MN,Wilkin,27167
2660,139,MN,Pennington,27113
939,69,MN,Traverse,27155
2358,124,MN,Yellow Medicine,27173
1560,120,MN,Grant,27051
2527,143,MN,Chippewa,27023
1703,103,MN,Stevens,27149
1111,97,MN,Kittson,27069
1965,94,MN,Pipestone,27117
803,70,MN,Mahnomen,27087
2275,133,MN,Swift,27151
871,47,MN,Red Lake,27125
1460,95,MN,Big Stone,27011
6215,347,MN,Polk,27119
2963,169,MN,Roseau,27135
11777,172,GU,Guam,66010
4074,313,OK,Adair,40001
9091,735,OK,Sequoyah,40135
14536,753,OK,Muskogee,40101
8472,515,OK,Ottawa,40115
14263,738,OK,Rogers,40131
8349,534,OK,Mayes,40097
6966,630,OK,Mccurtain,40089
8566,523,OK,Delaware,40041
2758,210,OK,Pushmataha,40127
12906,741,OK,Wagoner,40145
3967,249,OK,Craig,40035
7745,471,OK,Cherokee,40021
9898,804,OK,Le Flore,40079
3568,316,OK,Choctaw,40023
2459,165,OK,Latimer,40077
2946,198,OK,Haskell,40061
3609,264,OK,Marshall,40095
6400,461,OK,Lincoln,40081
2767,218,OK,Hughes,40063
1133,87,OK,Coal,40029
2560,166,OK,Atoka,40005
7680,425,OK,Okmulgee,40111
11264,670,OK,Washington,40147
4828,414,OK,Seminole,40133
7098,570,OK,Pontotoc,40123
14793,968,OK,Creek,40037
2397,220,OK,Johnston,40069
3447,243,OK,Osage,40113
8903,665,OK,Pittsburg,40121
3489,237,OK,Pawnee,40117
2463,162,OK,Okfuskee,40107
8774,578,OK,Bryan,40013
110427,5659,OK,Tulsa,40143
5349,328,OK,Mcintosh,40091
2202,133,OK,Nowata,40105
19099,953,OK,Canadian,40017
9944,808,OK,Carter,40019
10057,699,OK,Kay,40071
13995,1035,OK,Pottawatomie,40125
2016,164,OK,Love,40085
2217,165,OK,Noble,40103
122820,5887,OK,Oklahoma,40109
38363,1893,OK,Cleveland,40027
6000,362,OK,Garvin,40049
5874,370,OK,Logan,40083
1490,122,OK,Jefferson,40067
7668,430,OK,Mcclain,40087
9788,563,OK,Stephens,40137
2870,181,OK,Kingfisher,40073
985,81,OK,Grant,40053
2884,198,OK,Murray,40099
8548,591,OK,Grady,40051
11208,756,OK,Payne,40119
10974,646,OK,Garfield,40047
787,67,OK,Harper,40059
1068,99,OK,Alfalfa,40003
5814,378,OK,Caddo,40015
1178,98,OK,Greer,40055
1175,92,OK,Cotton,40033
1564,86,OK,Woods,40151
1995,125,OK,Blaine,40011
2079,147,OK,Kiowa,40075
2122,140,OK,Washita,40149
4098,292,OK,Jackson,40065
1519,101,OK,Major,40093
4222,262,OK,Custer,40039
855,56,OK,Ellis,40045
17567,1014,OK,Comanche,40031
3593,255,OK,Beckham,40009
1538,130,OK,Tillman,40141
1083,100,OK,Dewey,40043
693,67,OK,Roger Mills,40129
3287,248,OK,Woodward,40153
599,71,OK,Harmon,40057
903,82,OK,Beaver,40007
2430,213,OK,Texas,40139
532,43,OK,Cimarron,40025
2710,25,AS,American Samoa,60050
6934,376,VT,Orleans,50019
3181,116,SD,Union,46127
1849,111,SD,Grant,46051
1761,99,SD,Hutchinson,46067
834,81,SD,Clark,46025
499,48,SD,Miner,46097
NA,NA,AS,NA,NA
NA,NA,AS,NA,NA
NA,NA,AS,NA,NA
32949,1309,SD,Minnehaha,46099
1025,70,SD,Moody,46101
965,71,SD,Deuel,46039
1827,123,SD,Roberts,46109
7551,267,SD,Lincoln,46083
4425,174,SD,Brookings,46011
NA,NA,AS,NA,NA
2398,150,ND,Walsh,38099
847,79,ND,Sargent,38081
9643,489,ND,Grand Forks,38035
2478,194,ND,Barnes,38003
1621,109,ND,Traill,38097
935,66,ND,Nelson,38063
399,44,ND,Steele,38091
22628,863,ND,Cass,38017
1674,150,ND,Pembina,38067
2993,149,ND,Richland,38077
1179,75,ND,Ransom,38073
2487,170,ND,Ramsey,38071
1073,74,ND,Dickey,38021
948,88,ND,Benson,38005
448,24,ND,Logan,38047
964,79,ND,Lamoure,38045
567,66,ND,Kidder,38043
1136,66,ND,Wells,38103
630,46,ND,Griggs,38039
864,50,ND,Mcintosh,38051
964,105,ND,Cavalier,38019
743,44,ND,Foster,38031
514,33,ND,Towner,38095
4498,234,ND,Stutsman,38093
536,22,ND,Eddy,38027
362,33,ND,Sioux,38085
1752,86,ND,Mercer,38057
16033,572,ND,Burleigh,38015
9328,394,ND,Ward,38101
1572,109,ND,Bottineau,38009
859,61,ND,Emmons,38029
329,44,ND,Sheridan,38083
1290,117,ND,Mchenry,38049
2379,138,ND,Mclean,38055
606,46,ND,Grant,38037
475,33,ND,Renville,38075
285,12,ND,Oliver,38065
1770,104,ND,Rolette,38079
5735,274,ND,Morton,38059
935,40,ND,Pierce,38069
460,44,ND,Burke,38013
4461,180,ND,Stark,38089
761,62,ND,Bowman,38011
65,22,ND,Slope,38087
432,33,ND,Divide,38023
607,36,ND,Adams,38001
3506,171,ND,Williams,38105
85,11,ND,Billings,38007
1279,78,ND,Mountrail,38061
961,71,ND,Mckenzie,38053
399,39,ND,Golden Valley,38033
551,45,ND,Dunn,38025
643,39,ND,Hettinger,38041
1810,114,VT,Essex,50009
8178,361,VT,Franklin,50011
6374,323,VT,Orange,50017
15654,752,VT,Rutland,50021
4822,186,VT,Lamoille,50015
7039,319,VT,Caledonia,50005
9093,344,VT,Bennington,50003
1816,68,VT,Grand Isle,50013
28317,837,VT,Chittenden,50007
14397,528,VT,Windsor,50027
12957,433,VT,Washington,50023
7809,310,VT,Addison,50001
10710,395,VT,Windham,50025
1160,57,SD,Mccook,46087
1473,90,SD,Kingsbury,46077
1219,47,SD,Hanson,46061
1891,95,SD,Clay,46027
4493,199,SD,Yankton,46135
2296,122,SD,Lake,46079
5334,241,SD,Codington,46029
1482,68,SD,Bon Homme,46009
1807,100,SD,Turner,46125
4108,150,SD,Davison,46035
1080,72,SD,Hamlin,46057
1424,96,SD,Day,46037
530,33,SD,Sanborn,46111
993,63,SD,Marshall,46091
756,80,SD,Douglas,46043
509,28,SD,Jerauld,46073
1012,48,SD,Brule,46015
7065,424,SD,Brown,46013
560,66,SD,Lyman,46085
3428,177,SD,Beadle,46005
523,36,SD,Aurora,46003
161,22,SD,Buffalo,46017
321,39,SD,Hyde,46069
826,51,SD,Edmunds,46045
729,56,SD,Hand,46059
1514,143,SD,Spink,46115
500,58,SD,Faulk,46049
635,23,SD,Mcpherson,46089
1627,127,SD,Charles Mix,46023
1148,102,SD,Gregory,46053
131,22,SD,Ziebach,46137
224,11,SD,Sully,46119
1390,75,SD,Walworth,46129
501,31,SD,Haakon,46055
665,85,SD,Dewey,46041
409,55,SD,Jackson,46071
220,22,SD,Jones,46075
356,33,SD,Campbell,46021
430,63,SD,Bennett,46007
762,100,SD,Todd,46121
606,19,SD,Stanley,46117
308,39,SD,Mellette,46095
683,46,SD,Potter,46107
3239,138,SD,Hughes,46065
1224,106,SD,Tripp,46123
499,55,SD,Corson,46031
5743,408,SD,Lawrence,46081
2543,158,SD,Custer,46033
209,33,SD,Harding,46063
24460,1390,SD,Pennington,46103
